,pid,stimulus_number,coordinates,current_time,current_time1,geometry,define.1,afunc.1,num-list.1,  .1,cond.1,-----------.1,    .1,nan.1,num-list.2,-----------.2,-----------.3,-----------.4,-----------.5,    .2,even.1,car.1,num-list.3,-----------.6,     .1,append.1,afunc.2,cdr.1,num-list.4,-----------.7,list.1,car.2,num-list.5,-----------.8,-----------.9,-----------.10,    .3,else.1,cons.1,car.3,num-list.6,afunc.3,cdr.2,num-list.7,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554746221,1753599755,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554762888,1753616422,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554779555,1753633089,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554796227,1753649760,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554812894,1753666427,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554829562,1753683094,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554846228,1753699760,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554862895,1753716427,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554879562,1753733093,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554896229,1753749760,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554912897,1753766427,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554929567,1753783097,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554946235,1753799764,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554962902,1753816431,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554979569,1753833097,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65554996236,1753849764,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555012903,1753866430,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555029570,1753883097,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555046230,1753899756,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555062903,1753916429,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555079571,1753933096,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555096238,1753949763,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555112905,1753966429,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555129573,1753983097,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555146240,1753999764,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555162907,1754016430,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555179574,1754033097,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555196245,1754049768,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555212912,1754066435,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555229580,1754083102,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555246246,1754099768,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555262914,1754116435,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555279580,1754133101,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555296249,1754149769,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555312915,1754166435,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,27,"{'x': 703.6208641426003, 'y': 312.30090776886135, 'elapsedTime': 28692.20000000298}",65555329585,1754183104,POINT (0.366469200074271 0.2891675071933901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
