,pid,stimulus_number,coordinates,current_time,current_time1,geometry,-----------.1,In.1,depth-first.1,search.1,DFS.1,how.1,many.1,times.1,is.1,a.1,given.1,visited.1,question,code,choices
0,32,9,"{'x': 499.81136922331007, 'y': 499.64846082525963, 'elapsedTime': 16.40000009536743}",576754273359,1779424567,POINT (0.260318421470474 0.4626374637270922),,,,,,,,,,,,,,,
0,32,9,"{'x': 499.81136922331007, 'y': 499.64846082525963, 'elapsedTime': 16.40000009536743}",576754290024,1779441232,POINT (0.260318421470474 0.4626374637270922),,,,,,,,,,,,,,,
0,32,9,"{'x': 499.81136922331007, 'y': 499.64846082525963, 'elapsedTime': 16.40000009536743}",576754306692,1779457899,POINT (0.260318421470474 0.4626374637270922),,,,,,,,,,,,,,,
0,32,9,"{'x': 500.3136738606125, 'y': 498.223872682196, 'elapsedTime': 789.5}",576754323368,1779474575,POINT (0.260580038469069 0.461318400631663),,,,,,,,,,,,,,,
0,32,9,"{'x': 500.3136738606125, 'y': 498.223872682196, 'elapsedTime': 789.5}",576754340034,1779491241,POINT (0.260580038469069 0.461318400631663),,,,,,,,,,,,,,,
0,32,9,"{'x': 500.3136738606125, 'y': 498.223872682196, 'elapsedTime': 789.5}",576754356702,1779507908,POINT (0.260580038469069 0.461318400631663),,,,,,,,,,,,,,,
0,32,9,"{'x': 500.3136738606125, 'y': 498.223872682196, 'elapsedTime': 789.5}",576754373369,1779524575,POINT (0.260580038469069 0.461318400631663),,,,,,,,,,,,,,,
0,32,9,"{'x': 500.3136738606125, 'y': 498.223872682196, 'elapsedTime': 789.5}",576754390037,1779541242,POINT (0.260580038469069 0.461318400631663),,,,,,,,,,,,,,,
0,32,9,"{'x': 502.97632371926915, 'y': 491.1394152610301, 'elapsedTime': 840.1000000238419}",576754406703,1779557908,POINT (0.2619668352704527 0.4547587178342871),,,,,,,,,,,,,,,
0,32,9,"{'x': 502.97632371926915, 'y': 491.1394152610301, 'elapsedTime': 840.1000000238419}",576754423371,1779574575,POINT (0.2619668352704527 0.4547587178342871),,,,,,,,,,,,,,,
0,32,9,"{'x': 502.97632371926915, 'y': 491.1394152610301, 'elapsedTime': 840.1000000238419}",576754440038,1779591242,POINT (0.2619668352704527 0.4547587178342871),,,,,,,,,,,,,,,
