,pid,stimulus_number,coordinates,current_time,current_time1,geometry,int.1,mysteryOp.1,int.2,x.1,int.3,y.1,int.4,result.1,=.1,0.1,while.1,y.2,>.1,0.2,if.1,y.3,%.1,2.1,!=.1,0.3,result.2,+=.1,x.2,x.3,*.1,=.2,2.2,y.4,/.1,=.3,2.3,-----------.14,return.1,result.3,-----------.15,question,code,choices
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550392781,1737741978,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550409447,1737758644,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550426115,1737775311,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550442784,1737791980,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550459453,1737808648,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550476120,1737825315,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550492786,1737841980,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550509454,1737858648,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550526122,1737875315,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550542789,1737891982,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550559456,1737908648,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550576131,1737925323,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550592799,1737941990,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550609465,1737958656,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550626133,1737975323,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550642800,1737991990,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550659467,1738008656,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550676134,1738025323,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550692802,1738041990,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550709471,1738058659,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550726139,1738075326,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550742806,1738091993,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550759475,1738108661,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550776142,1738125328,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550792810,1738141995,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550809476,1738158661,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550826144,1738175328,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550842820,1738192004,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550859487,1738208670,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550876154,1738225337,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550892821,1738242003,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,2,"{'x': 525.0254294921268, 'y': 303.6710020477043, 'elapsedTime': 6263.5999999940395}",83550909488,1738258670,POINT (0.2734507445271494 0.2811768537478743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
